rate,property_type,area,bedRoom,bathroom,balcony,noOfFloor,facing,sector,society_name,Price,Study_room,Servant_room,Pooja_room,Other,age,feature_score,furnish_score
35185,house,540.0,3,3,3+,3,,Sushant Lok Phase,,1.9,0,0,0,0,Old,0,39.0
6289,house,2385.12,3,3,2,1,,Sector 63,signature global city,1.5,0,0,0,0,Newly House,0,0.5
17857,house,1400.01,5,4,3,1,East,Shivaji Nagar,,2.5,0,0,0,0,Old,0,0.0
7000,house,1000.0,2,2,1,5,North-East,Daulatabad,,0.7,0,0,0,0,undefined,0,3.5
14166,house,600.03,5,5,3+,4,,Dwarka Expressway Gurgaon,rattan vihar rajendra park,0.85,0,0,0,0,Newly House,0,0.0
30968,house,645.83,9,9,3,11,North,Sector 54,suncity township,2.0,0,1,0,0,Relatively New,1,98.5
7777,house,900.09,1,1,No,1,,Palam Vihar Extension,,0.7,0,0,0,0,undefined,0,0.5
18658,house,477.01,5,3,2,2,East,New Colony,,0.89,0,0,0,0,Old,2,0.0
10484,house,763.07,1,1,No,1,,Sector 69,,0.8,0,0,0,0,undefined,0,3.5
160000,house,100.0,3,2,2,41,,Golf Course Road,,1.6,0,0,0,0,Relatively New,0,0.0
8127,house,1095.12,1,1,No,1,,Sector 81,,0.89,0,0,0,0,undefined,0,0.5
5000,house,2680.0,1,1,No,1,,Sector 108,,1.34,0,0,0,0,undefined,0,0.5
8000,house,2125.0,5,5,3,3,,Jacobpura,,1.7,0,0,1,1,Mid,2,8.0
7555,house,450.03,1,1,1,1,,Sector 39,,0.34,0,0,0,0,undefined,0,0.0
49500,house,2000.0,2,2,2,3,North,Rajendra Park,,9.9,0,0,0,0,undefined,0,0.5
8889,house,449.99,7,4,3+,4,,Ashok Vihar Phase,ashok vihar phase iii extension,0.4,0,0,1,0,Newly House,1,12.5
13030,house,1650.04,1,1,No,1,,Sushant Lok Phase,,2.15,0,0,0,0,undefined,0,0.5
308333,house,60.0,8,8,3+,5,North-West,C Block Sushant Lok Phase,ansal,1.85,0,0,0,0,Relatively New,9,4.0
8333,house,540.02,4,2,1,2,,Saraswati Enclave,,0.45,0,0,0,0,Relatively New,0,0.0
10610,house,549.01,2,3,2,2,South-East,Sec,,0.5825,0,0,0,0,Relatively New,1,3.0
18889,house,899.99,5,4,3+,3,East,Near Euro International School,,1.7,0,0,0,0,Mid,7,19.0
7302,house,629.96,6,3,3,3,,West Rajiv Nagar,,0.46,0,0,0,0,Mid,0,0.0
8155,house,980.99,5,4,1,2,,Sector 3,,0.8,0,0,0,0,Mid,0,0.0
10591,house,550.0,2,3,2,2,South-East,Bhimgarh Kheri Phase,,0.5825,0,0,0,0,Relatively New,1,0.0
24074,house,1080.0,4,4,3+,4,,Dlf Phase,,2.6,1,0,1,0,Relatively New,0,81.0
14815,house,1349.98,5,5,2,3,East,Mianwali Colony,project mianwali colony,2.0,0,0,0,0,undefined,0,0.5
5160,house,7500.0,19,17,3+,5,North-West,Sector 17A,,3.87,1,0,0,0,Relatively New,12,0.0
144444,house,45.0,3,3,2,3,East,Huda Saraswati Vihar,,0.65,0,0,0,0,Old,3,22.0
9615,house,2340.09,3,2,1,1,North-East,Acharya Puri,,2.25,0,1,1,0,Old,1,28.0
9444,house,900.04,3,2,No,1,West,Sector 33,nitin vihar,0.85,0,0,0,0,Relatively New,2,0.0
10101,house,1980.0,11,10,3,3,East,Rajiv Chowk,hans enclave,2.0,0,0,1,0,Old,4,0.0
22222,house,4500.05,5,5,2,2,East,Sector 15,sector,10.0,0,0,0,0,Old,10,0.0
32407,house,1080.01,5,4,3,3,North-West,Dlf Phase,,3.5,0,0,0,0,Old,3,0.0
6813,house,807.28,2,1,1,1,,Laxman Vihar,,0.55,0,0,0,0,Mid,0,7.5
15046,house,4320.09,3,2,3+,,,New Colony,,6.5,0,0,0,0,Old,2,0.0
11583,house,1200.03,2,2,1,3,North-East,Dlf Phase,,1.39,0,0,0,0,Old,7,0.0
6034,house,1160.09,3,3,No,1,North-East,Dharam Colony,,0.7,0,0,0,0,Relatively New,4,4.0
10085,house,585.03,2,2,2,2,,Sector 8,,0.59,0,0,0,1,Mid,1,10.0
17778,house,2249.97,5,5,2,3,,Sector 53,,4.0,1,0,0,0,Relatively New,4,0.0
40611,house,3077.98,6,5,3,4,East,Sector 50,,12.5,1,1,1,0,Mid,5,64.5
29630,house,539.99,7,5,3+,4,,Dlf Phase,u block dlf phase,1.6,0,0,0,0,Old,0,0.0
29629,house,540.01,8,5,3+,4,East,Dlf Phase,dlf city plots phase,1.6,0,0,0,0,Old,2,19.0
10740,house,2700.19,7,7,3,2,South-West,Mianwali Colony,,2.9,0,0,0,0,Old,1,0.0
4444,house,900.09,6,4,2,2,West,Palam Vihar Extension,palam vihar extension west zone rwa,0.4,0,0,0,0,Mid,5,0.0
17980,house,945.49,2,2,3+,3,,Sector 39,,1.7,0,1,0,0,Mid,7,11.5
55000,house,1000.0,3,3,No,1,,Sohna Road,cloudnine cottages,5.5,0,0,0,0,Mid,0,0.0
19737,house,3419.97,5,4,2,2,North,Uppals Southend,ss aaron ville,6.75,1,1,0,0,Old,11,0.0
5093,house,10799.14,3,3,3+,2,West,Sohna Road,,5.5,1,1,1,1,Mid,9,9.0
25463,house,1080.0,3,3,1,2,South-East,Sector 43,landmark house,2.75,0,0,1,0,Mid,4,0.0
12000,house,225.0,2,2,1,2,North-East,Baldev Nagar,,0.27,0,0,0,0,Mid,2,6.0
7007,house,999.0,2,3,1,1,North,Ashok Vihar Phase,,0.7,0,0,1,0,Relatively New,4,0.0
8920,house,1065.02,10,10,3+,3,,Sohna Road,,0.95,0,0,0,0,Newly House,0,6.5
35294,house,2295.01,5,5,2,4,East,Dlf Phase,,8.1,0,0,0,0,Old,9,0.0
12963,house,5399.98,4,4,3+,2,West,Sector 109,international city by sobha phase,7.0,0,0,0,0,Relatively New,21,52.5
8254,house,460.38,1,1,1,1,,Laxmna Vihar,,0.38,0,0,0,1,Relatively New,4,3.0
5128,house,1170.05,7,3,1,2,North,Surat Nagar,,0.6,0,0,0,0,Mid,0,0.0
5777,house,1125.15,2,2,1,1,North,Palam Vihar Extension,palam vihar extension west zone rwa,0.65,0,0,0,0,Mid,3,12.0
15926,house,4520.91,4,4,2,1,,Sector 17B,,7.2,0,1,0,0,Old,3,0.0
11111,house,1350.01,5,5,2,3,,Mianwali Colony,,1.5,0,0,0,0,Old,1,0.0
14285,house,7000.35,5,7,2,4,East,Sector 50,nirvana country,10.0,0,1,0,0,Mid,1,80.5
34307,house,4518.03,5,6,3+,3,East,Dlf Phase,dlf city plots phase,15.5,1,1,1,0,Mid,27,7.5
51864,house,2843.98,16,20,3+,4,East,Dlf Phase,,14.75,1,1,1,0,Newly House,27,27.5
44265,house,4518.24,16,20,3+,4,North-East,Dlf Phase,dlf city plots,20.0,1,1,1,0,Under Construction,27,65.5
29444,house,3240.05,6,5,3+,3,North,Dlf Phase,dlf city plots phase,9.54,1,1,1,0,Under Construction,27,6.0
39074,house,2700.01,5,6,3+,3,East,Dlf Phase,dlf city plots phase,10.55,1,1,1,0,Mid,24,7.5
38734,house,4466.36,6,7,3+,3,North,Dlf Phase,dlf city plots,17.3,1,1,1,0,Newly House,24,35.5
23442,house,1557.03,9,9,3+,3,West,Palam Vihar,,3.65,0,1,1,0,Newly House,18,98.0
41833,house,4517.96,6,8,2,3,North-East,Dlf Phase,,18.9,1,1,1,0,Relatively New,21,72.5
27778,house,3239.97,8,5,3+,3,,South City,,9.0,0,1,1,0,Old,5,15.5
600000,house,400.0,5,5,2,1,North-East,Sector 54,emaar the palm springs,24.0,1,1,1,0,Old,23,57.5
23889,house,900.0,3,3,3,3,,Sector 40,,2.15,1,0,1,0,Mid,10,18.0
25000,house,900.0,6,3,3+,3,North-West,Sector 51,,2.25,0,0,0,0,Relatively New,7,16.0
10260,house,7270.96,4,4,3+,2,East,Sector 112,experion windchants,7.46,0,1,1,0,Relatively New,16,30.0
31915,house,2114.99,12,12,3+,3,West,Uppals Southend,uppal southend,6.75,0,0,0,1,Mid,10,0.0
11102,house,539.99,8,4,3,3,West,Sector 105,,0.5995,0,0,0,0,Newly House,4,17.5
8866,house,4500.34,4,5,3+,4,North-East,Nirvana Country,nirvana cedar crest,3.99,0,1,1,0,Newly House,19,24.5
36911,house,1844.98,12,14,3+,,East,Sector 46,,6.81,0,1,0,1,Newly House,8,76.0
36111,house,1800.01,5,5,3+,3,East,Dlf Phase,dlf city plots phase,6.5,1,1,1,0,Old,24,52.5
15444,house,4500.13,4,4,3+,2,,Sector 17B,kothi,6.95,1,1,1,0,Old,6,0.0
11240,house,6227.76,5,5,3+,2,South,Sector 109,international city by sobha phase,7.0,0,1,0,0,Relatively New,24,27.5
15437,house,2494.01,3,3,3+,4,,Sector 63A,birla navya,3.85,0,1,0,0,Under Construction,27,41.0
14351,house,2229.81,3,4,3,1,,Sector 82,vatika signature villas,3.2,1,1,1,0,Newly House,9,18.0
27191,house,3240.04,8,6,3+,3,East,Malibu Town,malibu towne,8.81,1,1,0,1,Mid,5,39.5
241666,house,60.0,4,4,3+,4,East,Sushant Lok Phase,,1.45,0,0,0,0,Relatively New,9,2.0
32963,house,2700.0,4,4,3+,2,South-East,Dlf Phase,,8.9,1,1,1,0,Old,18,14.0
33592,house,1934.98,9,9,3+,3,West,Dlf Phase,dlf city plots phase,6.5,1,1,1,0,Old,26,76.5
24455,house,1836.03,9,9,3+,3,North-West,Sector 45,,4.49,0,0,0,1,Mid,13,71.5
26667,house,8249.9,5,6,3,3,,Sector 48,vipul tatvam villa,22.0,0,1,0,0,Mid,14,39.0
26389,house,3599.98,5,5,3+,2,South,Sector 109,international city by sobha phase,9.5,1,1,1,0,Relatively New,23,0.0
194444,house,360.0,4,4,3+,3,North-East,Sector 82,vatika india next,7.0,0,1,0,0,Relatively New,23,73.5
18444,house,2250.05,5,4,2,2,North-West,Sector 14,,4.15,0,0,0,0,Old,9,34.5
11600,house,2500.0,4,4,3,2,,Ansal Plaza,,2.9,0,1,0,0,Relatively New,9,26.5
38095,house,3150.02,5,6,3+,4,North-East,Sector 66,emaar mgf marbella,12.0,0,1,1,0,Newly House,6,28.0
13492,house,6300.03,5,6,3+,10,East,Sector 72,tata primanti,8.5,1,1,1,0,Relatively New,26,37.5
33951,house,3239.96,4,4,2,3,East,South City,,11.0,1,1,1,0,Newly House,7,29.0
11157,house,1210.0,2,2,2,4,East,Sector-33,central park flower valley cerise floors,1.35,1,0,0,0,Newly House,24,25.5
8444,house,2250.12,4,3,2,2,North-East,Laxman Vihar Phase,,1.9,0,0,1,0,Mid,6,18.5
21495,house,1511.98,5,6,3+,4,East,Sector 56,,3.25,0,0,1,1,Relatively New,4,25.5
42054,house,4518.0,6,6,3,2,East,Dlf Phase,dlf city plots,19.0,1,1,0,0,Relatively New,20,41.5
1560,house,46794.87,9,9,2,3,North-West,Dlf Phase,,7.3,0,1,0,0,Relatively New,20,30.5
20741,house,2699.97,6,4,3,3,East,Sector 55,,5.6,0,1,0,0,Old,8,44.0
13178,house,1935.04,3,3,2,3,,A Block Sushant Lok Phase,,2.55,0,0,0,0,Relatively New,8,39.5
12000,house,2000.0,3,3,2,2,North-East,Ansal Plaza,,2.4,0,0,1,0,Mid,9,0.0
26428,house,7000.15,4,4,1,1,,Sector 48,vipul tatvam villa,18.5,0,0,0,0,Mid,9,12.5
82540,house,3149.99,16,16,3+,4,North-West,Dlf Phase,,26.0,1,1,1,0,Newly House,12,195.5
18888,house,900.04,2,1,2,2,East,Sector 10A,,1.7,0,0,0,1,Old,2,6.0
31481,house,508.24,4,4,3,4,East,Sector 49,eros rosewood city,1.6,0,0,0,0,Newly House,5,10.0
13501,house,3221.98,4,4,3+,2,North,Sector 103,satya the hermitage,4.35,1,1,1,0,Relatively New,24,34.0
20988,house,3239.95,4,4,3+,3,North-East,Sector 82,vatika india next,6.8,0,1,0,0,Relatively New,24,84.5
400000,house,250.0,12,12,3+,4,North,Dlf Phase,dlf city plots phase,10.0,1,1,0,0,Relatively New,17,169.5
21296,house,2160.03,3,3,3+,2,North,Sushant Lok Phase,,4.6,0,1,1,0,Old,7,42.5
34722,house,3600.02,4,4,3+,2,East,Sector 65,emaar emerald hills,12.5,1,1,0,0,Relatively New,0,21.0
18626,house,1556.96,4,4,3,2,North,Palam Vihar,ansal api spanish court,2.9,0,0,0,0,Relatively New,13,29.5
24366,house,11286.22,6,7,3+,3,North-East,Sushant Lok Phase,,27.5,1,1,1,1,Relatively New,9,75.0
26298,house,3042.06,9,9,3,4,North-East,Sector 27,,8.0,1,1,1,0,Relatively New,24,113.5
7500,house,3000.0,11,11,3+,5,West,Sushant Lok Phase,,2.25,0,0,0,1,Newly House,6,87.5
24171,house,3438.0,5,6,3+,4,North-East,Sushant Lok Phase,,8.31,1,1,1,0,Old,8,0.0
23000,house,2700.0,6,6,3+,4,North-East,Sushant Lok Phase,,6.21,1,1,1,0,Old,7,0.0
29697,house,2475.0,6,4,3+,3,North-East,Greenwood City,,7.35,1,1,1,0,Old,8,34.5
33333,house,1350.01,5,3,2,3,,Dlf Phase,dlf city plots phase,4.5,0,0,1,0,Old,5,19.5
36111,house,1800.01,4,3,3,3,,Dlf Phase,,6.5,1,0,1,0,Mid,3,24.0
6778,house,2699.91,4,4,2,4,East,Sector 67A,,1.83,0,0,1,0,Newly House,27,37.0
22812,house,3221.99,4,5,2,2,South,Sector 48,vipul tatvam villa,7.35,1,1,1,0,Mid,26,44.5
261194,house,402.0,4,4,2,2,East,Dlf Phase,dlf city plots phase,10.5,0,1,1,0,Old,13,35.5
178571,house,154.0,3,3,1,2,North-West,Sector 49,eros rosewood villas,2.75,0,0,0,1,Old,15,18.5
27461,house,2366.99,12,12,3+,4,North-West,Sector 46,,6.5,1,0,1,0,Relatively New,6,30.5
31686,house,2366.98,9,9,3+,4,West,Dlf Phase,dlf city plots phase,7.5,1,1,1,0,Relatively New,27,94.5
22222,house,3600.04,6,7,3+,51,North-East,Sector 67,ireo victory valley,8.0,1,1,1,0,Mid,10,124.5
23061,house,2384.98,8,8,3+,3,,Sector 46,,5.5,1,0,0,1,Mid,6,34.5
32222,house,1350.01,5,4,3,3,North,Dlf Phase,,4.35,0,1,0,0,Old,10,0.0
17662,house,1557.02,3,3,3,2,,Palam Vihar,ansals palam vihar,2.75,1,0,1,0,Mid,3,21.5
39841,house,4517.96,6,6,2,3,North,Dlf Phase,dlf city plots,18.0,0,1,1,1,Old,10,99.5
37627,house,4518.03,5,6,3,2,North-West,Dlf Phase,dlf city plots,17.0,0,1,1,0,Old,17,37.5
23148,house,1620.01,3,4,3,2,,Sector 57,ansal florence super,3.75,1,1,0,0,Mid,7,34.5
29880,house,4518.07,5,5,3,2,East,Dlf Phase,dlf city plots,13.5,1,1,1,0,Old,24,34.0
20068,house,2366.95,7,5,3+,3,South-West,Sector 22,,4.75,0,0,1,1,Old,11,10.0
16569,house,3078.04,3,2,No,1,East,Sector 23A,,5.1,0,0,0,1,Old,6,6.0
21242,house,1835.99,6,6,3+,3,North-East,Sector 38,,3.9,1,1,1,0,Mid,4,0.0
11574,house,5400.03,4,4,3+,2,East,Sector 109,international city by sobha phase,6.25,0,1,0,0,Relatively New,25,27.5
32562,house,3239.97,5,5,3,2,,Nirvana Country,,10.55,1,1,0,0,Mid,11,0.0
13000,house,1546.15,3,3,3,4,North,Sector 61,smart world orchard,2.01,0,0,0,0,Under Construction,27,0.0
22429,house,1449.02,4,4,3+,3,,Sector 31,,3.25,1,1,1,0,Mid,6,43.0
39530,house,2339.99,12,12,3+,4,North-East,Sector 31,,9.25,0,1,1,1,Newly House,10,97.5
22222,house,2700.03,5,4,3,3,North-East,Sector 70A,bptp visionnaire,6.0,1,0,0,0,Newly House,8,9.5
38889,house,1350.0,4,4,3+,2,East,Dlf Phase,,5.25,0,1,1,0,Relatively New,13,52.0
57206,house,4544.98,6,7,3+,2,North-East,Dlf Phase,dlf city plots,26.0,1,1,1,1,Newly House,23,90.5
27222,house,2160.02,9,9,3+,3,East,Sector 50,unitech south city,5.88,1,1,1,1,Relatively New,20,112.0
63554,house,83.0,2,1,1,1,East,Narsinghpur,,0.5275,0,0,0,0,Newly House,21,15.5
10601,house,441.0,2,2,1,2,East,Laxman Vihar,,0.4675,1,0,0,0,Newly House,12,15.5
20940,house,5850.05,5,7,3+,1,South-East,Sector 50,ss hibiscus,12.25,1,1,1,1,Relatively New,27,16.5
32253,house,3240.01,5,7,3+,3,,Nirvana Country,unitech espace,10.45,1,1,1,1,Mid,26,16.5
37037,house,3240.0,4,4,3+,3,East,Sector 66,emaar mgf marbella,12.0,1,1,1,0,Relatively New,27,94.5
23704,house,2699.97,4,4,3,3,West,Sector 48,eldeco mansionz,6.4,0,1,0,0,Mid,27,54.5
23693,house,1835.99,8,8,2,3,North-East,Sector 46,,4.35,1,0,1,0,Relatively New,3,24.5
15989,house,1845.02,4,4,3+,2,North-West,Palam Vihar,,2.95,0,0,0,0,Old,4,18.5
19268,house,1556.99,6,4,3+,3,South,Palam Vihar,,3.0,0,0,0,0,Old,4,34.0
19360,house,594.01,3,3,2,2,South-East,Palam Vihar,,1.15,0,0,0,0,Old,4,19.5
45833,house,1800.01,12,12,3+,4,North,Dlf Phase,luxury dlf city floors,8.25,0,1,0,0,Newly House,15,117.5
29880,house,4518.07,5,5,2,2,East,Dlf Phase,dlf city plots,13.5,1,1,0,1,Mid,18,34.5
23437,house,6400.14,5,5,3,2,West,Dlf Phase,nul,15.0,1,1,1,0,Mid,22,60.5
2716,house,20250.37,8,7,3+,3,East,Sushant Lok Phase,,5.5,1,1,1,1,Mid,23,60.5
39841,house,4517.96,5,4,3+,4,North,Dlf Phase,,18.0,1,1,1,0,Mid,19,38.0
32222,house,1800.01,4,3,2,2,East,Dlf Phase,,5.8,0,0,0,0,Relatively New,3,2.5
40850,house,3059.98,4,4,3+,2,West,Sector 50,ss hibiscus,12.5,1,1,0,0,Relatively New,27,68.0
12342,house,2843.95,4,4,3,4,East,Dlf Phase,dlf floors phase,3.51,1,1,1,0,Under Construction,27,48.5
15555,house,2250.08,6,5,2,3,North-East,Sector 5,,3.5,1,1,1,1,Old,26,58.5
26111,house,3600.02,5,6,3+,2,North-East,Sector 109,international city by sobha phase,9.4,1,1,1,0,Relatively New,25,44.5
31790,house,3240.01,5,6,3+,3,East,Nirvana Country,unitech espace,10.3,1,1,1,0,Mid,27,14.0
24691,house,2430.04,4,4,3+,2,North-East,Sector 109,international city by sobha phase,6.0,1,1,1,0,Relatively New,26,0.0
235376,house,359.0,3,3,2,2,North-East,Nirvana Country,unitech deerwood chase,8.45,1,1,0,0,Old,22,48.5
29293,house,2474.99,9,8,3,4,South-West,South City,,7.25,0,1,0,0,Old,17,55.0
16004,house,2499.38,3,3,2,2,East,Ansal Plaza,,4.0,0,1,0,0,Mid,19,23.0
27333,house,2250.03,5,5,3+,3,West,Sector 109,international city by sobha phase,6.15,0,1,1,0,Relatively New,23,65.5
17624,house,2610.08,4,4,3+,3,North,Sector 70A,bptp visionnaire,4.6,1,1,1,0,Mid,21,26.5
38580,house,3240.02,4,5,2,2,North-East,Dlf Phase,dlf city plots,12.5,1,1,0,0,Mid,20,50.5
27778,house,3599.97,4,5,3+,2,East,Sector 109,international city by sobha phase,10.0,1,1,1,1,Newly House,10,57.5
35556,house,4499.94,5,6,3,2,North-East,Dlf Phase,,16.0,0,0,0,0,Old,0,31.5
38580,house,3240.02,5,5,3+,2,North,Dlf Phase,,12.5,1,1,1,0,Old,15,34.5
35000,house,4571.43,6,7,3+,3,East,Greenwood City,,16.0,1,1,1,0,Relatively New,14,58.0
30864,house,3240.02,6,6,3+,4,North-East,Greenwood City,,10.0,1,1,1,0,Mid,11,57.0
161849,house,173.0,5,5,3+,2,North-East,Ansal Plaza,,2.8,0,0,1,0,Old,13,34.5
27778,house,2429.98,3,3,3,2,North-East,Dlf Phase,,6.75,0,0,0,0,Mid,4,0.0
16056,house,1557.05,4,4,2,4,West,Palam Vihar,,2.5,0,0,0,0,Old,5,1.5
17707,house,4517.99,12,4,3+,3,North,Mehrauli Gurgaon Road,,8.0,0,1,0,0,Old,6,8.5
7718,house,3200.31,4,4,3+,,West,Sector 86,dlf new town heights,2.47,0,1,1,0,Mid,25,38.0
25535,house,1448.99,8,8,2,4,North-East,B,,3.7,0,0,1,0,Newly House,10,14.5
1859,house,98977.95,6,8,3+,4,South,Dlf Phase,,18.4,0,1,1,0,Relatively New,10,122.5
17037,house,2700.01,6,6,3,3,East,Sushant Lok Phase,ansal sushant residency,4.6,1,1,1,0,Old,21,31.5
10579,house,3450.23,6,6,2,3,North-West,Sushant Lok Phase,ansals florence villa,3.65,1,1,1,0,Mid,24,31.5
42194,house,2844.01,4,5,3+,4,East,Dlf Phase,,12.0,0,1,1,0,Relatively New,8,15.0
15625,house,2880.0,8,8,3,3,North-East,Uppals Southend,,4.5,1,1,1,0,Mid,27,74.5
15278,house,2879.96,6,6,3,3,North,Uppals Southend,uppal southend,4.4,1,1,1,0,Mid,24,62.0
201388,house,360.0,4,4,3,2,,Sector 48,vipul tatvam villa,7.25,1,1,1,0,Relatively New,23,47.0
17187,house,576.02,4,4,3,4,,Malibu Town,,0.99,0,0,0,0,Relatively New,2,0.0
44444,house,4500.05,5,7,3+,3,West,Dlf Phase,,20.0,0,1,1,0,Relatively New,14,116.5
18928,house,1400.04,3,3,3,4,North-East,South City,dlf south city,2.65,0,1,0,0,Newly House,4,27.0
10926,house,2699.98,4,4,2,4,East,Mayfield Garden,,2.95,0,1,0,0,Relatively New,10,38.5
19608,house,1835.99,8,4,3,3,North,Sector 10A,,3.6,0,0,1,0,Mid,3,24.5
8089,house,1570.03,3,3,3,4,East,Sector 37D,signature global city,1.27,0,0,1,0,Under Construction,21,0.0
6849,house,1095.05,3,2,3,4,East,Sector 81,signature global city,0.75,1,0,0,0,Under Construction,22,0.0
24691,house,2430.04,5,6,3+,3,East,Palam Vihar,,6.0,1,0,1,1,Old,8,83.0
19607,house,3315.14,4,5,3,1,North-East,Sector 42,central park,6.5,1,1,1,0,Mid,18,31.5
40000,house,4500.0,5,6,3+,3,North-East,Sector 66,emaar mgf marbella,18.0,1,1,1,0,Relatively New,26,100.0
34846,house,3239.97,5,5,3+,2,,Nirvana Country,unitech espace,11.29,1,0,1,0,Mid,5,23.0
31444,house,2700.04,3,3,2,4,North,B Block Sushant Lok Phase,,8.49,0,1,1,0,Relatively New,4,34.5
26235,house,3239.95,4,4,1,,,Sector 48,vipul tatvam villa,8.5,0,0,0,0,Relatively New,3,19.5
22222,house,2700.03,4,4,3+,2,East,Sector 48,eldeco mansionz,6.0,0,1,0,0,Mid,18,24.0
23457,house,4049.96,5,5,3,2,,Sector 112,experion windchants,9.5,0,1,0,0,Relatively New,12,3.0
27083,house,7200.09,8,9,3+,2,North,Palam Vihar,,19.5,1,1,1,0,Newly House,17,0.0
43210,house,2429.99,12,12,3+,4,North-East,Dlf Phase,,10.5,0,1,1,0,Relatively New,13,153.5
31926,house,1350.0,5,4,3,3,North,Dlf Phase,,4.31,0,0,0,0,Old,8,0.0
38611,house,1800.01,12,12,3+,4,East,Sushant Lok Phase,,6.95,0,1,0,0,Newly House,14,8.5
27911,house,3761.96,4,4,2,,North-East,Sushant Lok Phase,ansal sushant lok,10.5,0,1,0,0,Old,16,9.0
29022,house,3617.95,5,5,3,3,East,Dlf Phase,,10.5,1,1,1,0,Mid,9,0.0
12837,house,4518.19,4,4,3+,4,,Sector 26,,5.8,0,0,0,0,Old,8,0.0
12198,house,3771.11,4,4,3+,,,Sector 26,,4.6,0,0,0,0,Old,5,0.0
35741,house,3239.98,5,5,3,2,,Nirvana Country,,11.58,0,1,0,0,Mid,4,0.0
16666,house,2400.1,4,4,3+,2,North-East,Palam Vihar,ansals palam vihar,4.0,0,1,0,0,Mid,0,3.0
35556,house,4499.94,6,7,3,3,North-West,South City,nirvana country,16.0,0,1,1,0,Old,19,71.5
9634,house,6227.94,5,5,3+,2,South-West,Sector 109,international city by sobha phase,6.0,1,1,1,0,Relatively New,26,0.0
31481,house,2160.03,4,5,3,3,West,Nirvana Country,unitech aspen greens,6.8,1,1,0,0,Old,23,59.5
7827,house,3194.07,4,5,3+,4,West,Sector 86,dlf new town heights,2.5,0,1,1,1,Mid,10,29.5
38760,house,1934.98,12,12,3+,4,East,C Block Sushant Lok Phase,,7.5,1,1,1,0,Newly House,15,61.5
23556,house,3599.93,4,6,3+,3,North-East,Sector 109,international city by sobha phase,8.48,1,1,1,0,Newly House,25,0.0
10035,house,6228.2,5,7,3+,3,North-East,Sector 109,international city by sobha phase,6.25,1,1,1,0,Relatively New,24,0.0
28841,house,3762.01,8,8,3,3,West,Sushant Lok Phase,sushant lok,10.85,1,1,1,0,Mid,27,86.0
26615,house,1935.0,9,9,3+,3,East,Sector 47,,5.15,0,0,0,0,Relatively New,10,47.0
24155,house,1448.98,4,4,3,2,North-East,Sector 31,,3.5,0,0,0,0,Old,14,37.0
14815,house,2429.97,4,4,3,2,North-East,Sector 91,,3.6,0,0,0,0,Newly House,10,52.5
22222,house,2700.03,4,5,2,2,,Sushant Lok Phase,ansals florence villa,6.0,0,1,1,0,Old,4,45.0
62222,house,2250.01,4,5,3+,2,North,Sector 54,emaar the palm springs,14.0,1,1,0,0,Old,27,54.0
6597,house,2425.34,4,4,3+,16,North,Sector 82,vatika the seven lamps,1.6,0,1,0,0,Mid,21,0.0
7870,house,2160.1,3,3,3+,4,North-West,Sector 83,vatika india next,1.7,0,1,1,0,Newly House,0,18.0
26852,house,2699.99,9,9,3+,2,North-East,Sushant Lok Phase,,7.25,0,1,1,1,Newly House,10,198.0
28233,house,5490.03,5,6,3,3,East,B Block Sushant Lok Phase,,15.5,1,1,1,0,Mid,12,0.0
15111,house,2250.02,3,3,3,1,North-West,Sector 14,,3.4,0,0,0,0,Old,6,0.0
34722,house,3240.02,9,9,3+,2,North,Dlf Phase,,11.25,0,1,1,0,Mid,19,127.5
19820,house,1664.98,4,3,3+,2,East,Sushant Lok Phase,ansals florence villa,3.3,1,1,1,0,Mid,26,0.0
1087,house,50597.98,8,8,2,3,North-East,Mayfield Garden,,5.5,0,0,1,0,Relatively New,10,79.0
31481,house,2700.04,5,5,3,3,West,Sushant Lok Phase,,8.5,0,1,0,0,Mid,22,38.5
26235,house,3239.95,5,4,2,1,North-East,Greenwood City,,8.5,0,1,1,0,Mid,10,55.5
36883,house,3239.98,3,3,2,1,West,Nirvana Country,unitech nirvana birch court,11.95,1,1,0,0,Mid,22,9.5
37037,house,3240.0,3,4,2,1,East,Nirvana Country,unitech aspen greens,12.0,1,1,0,0,Mid,21,22.5
27871,house,2332.17,4,4,3+,2,North-East,Sector 70A,bptp astaire gardens,6.5,1,1,1,0,Newly House,27,62.5
35109,house,4842.06,5,8,3,3,North-West,Sector 73,dlf alameda,17.0,1,1,1,0,Relatively New,14,31.5
17692,house,6500.11,7,8,3+,3,,Sushant Lok Phase,ansal sushant lok plots,11.5,0,1,1,0,Old,7,44.5
38022,house,2367.05,12,12,3,4,North-West,Sector 40,independent house sector,9.0,0,1,0,0,Newly House,8,33.5
33333,house,4500.05,4,4,3,3,,Dlf Phase,,15.0,0,1,0,0,Mid,7,28.0
25309,house,3239.95,3,3,2,2,North,Sector 48,vipul tatvam villa,8.2,1,1,1,0,Mid,27,64.0
16990,house,3243.08,3,3,2,4,South-West,Sector 14,sector,5.51,0,0,0,0,Mid,2,0.0
14222,house,2250.04,3,3,2,2,,Sector 4,,3.2,0,0,0,0,Old,2,10.5
22222,house,3600.04,6,7,3+,3,North-East,Sector 67,ireo victory valley,8.0,1,1,1,0,Mid,25,62.0
